parent,name,value
Canadian animators,Bryce Hallett,148
Canadian animators,Glen Hanson,240
Canadian animators,Jimmy Hayward,1619
Canadian animators,Faith Erin Hicks,772
Canadian animators,Christopher Hinton (animator),234
Canadian animators,Co Hoedeman,292
Canadian animators,Jono Howard,490
Canadian animators,Peter Hudecki,170
Canadian animators,Lenora Hume,135
Canadian animators,Bob Jaques,388
Canadian animators,Blake James,56
Canadian animators,Patrick Jenkins,107
Canadian animators,Jesse Kanda,43
Canadian animators,Firdaus Kharas,246
Canadian animators,Chris Kientz,106
Canadian animators,Jon Klassen,2131
Canadian animators,Andy Knight,329
Canadian animators,Wolf Koenig,231
Canadian animators,Torill Kove,466
Canadian animators,John Kricfalusi,12867
Canadian animators,Evelyn Lambart,264
Canadian animators,Daniel Langlois,310
Canadian animators,Ryan Larkin,1050
Canadian animators,Michelle Latimer,502
Canadian animators,Caroline Leaf,1239
Canadian animators,Dan Lee,696
Canadian animators,Peter Lepeniotis,837
Canadian animators,Drew Lightfoot,163
Canadian animators,Arthur Lipsett,825
Canadian animators,Aaron Long (animator),180
Canadian animators,Colin Low (filmmaker),364
Canadian animators,Kyle Marshall,1507
Canadian animators,Tim Marshall Jr,89
Canadian animators,Jean Mathieson,111
Canadian animators,Norman McLaren,3213
Canadian animators,Mary-Margaret McMahon,625
Canadian animators,Glenn McQueen,5484
Canadian animators,George Metzger,224
Canadian animators,Christopher Mills (director),194
Canadian animators,Gary Mooney,101
Canadian animators,Gabriel Morrissette,128
Canadian animators,Grant Munro (filmmaker),1708
Canadian animators,Janice Nadeau,161
Canadian animators,Lynne Naylor,557
Canadian animators,Marv Newland,699
Canadian animators,Diane Obomsawin,160
Canadian animators,Ishu Patel,476
Canadian animators,Gary Pearson (comedian),212
Canadian animators,Janet Perlman,328
Canadian animators,Kaj Pindal,382
Canadian animators,Lindsey Pollard,95
Canadian animators,Richard Reeves (animator),175
Canadian animators,Peter Ricq,263
Canadian animators,Julie Rocheleau (artist),149
Canadian animators,Marina Roy,132
Canadian animators,Chris Sauve,190
Canadian animators,Paul Schibli,218
Canadian animators,Dale Schott,156
Canadian animators,Roslyn Schwartz,122
Canadian animators,Arna Selznick,157
Canadian animators,James Simpkins,189
Canadian animators,Marc Sondheimer,358
Canadian animators,David Soren (animator),4223
Canadian animators,Jay Stephens,558
Canadian animators,Amanda Strong,184
Canadian animators,Rudolf Stussi,112
Canadian animators,Mike Thurmeier,735
Canadian animators,Greg Tiernan,1670
Canadian animators,Wendy Tilby and Amanda Forbis,356
Canadian animators,Jackie Traverse,121
Canadian animators,Julie Tremble,126
Canadian animators,Aristomenis Tsirbas,512
Canadian animators,Natalie Turner,122
Canadian animators,Theodore Ushev,378
Canadian animators,John van Bruggen,161
Canadian animators,Chad VanGaalen,2964
Canadian animators,Robert Verrall,115
Canadian animators,Robert Walker (animator),402
Canadian animators,Trevor Wall,431
Canadian animators,John Weldon (animator),253
Canadian animators,Richard Wildeman,58
Canadian animators,Richard Williams (animator),7733
Canadian animators,Steve Williams (animator),715
Canadian animators,Steve Wolfhard,564
Canadian animators,Steven Woloshen,258
Canadian animators,Samantha Youssef,253
Canadian animators,Ange Zhang,68
Canadian animators,Directors of Genie and Canadian Screen Award winners for Best Animated Short,10
Canadian animators,Sheridan College animation program alumni,10
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Cordell Barker,546
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Claude Cloutier,203
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Clyde Henry Productions,235
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Richard Condie,724
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Paul Driessen (animator),386
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Christopher Hinton (animator),234
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Torill Kove,466
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Chris Landreth,692
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Caroline Leaf,1239
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Ishu Patel,476
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Matthew Rankin,218
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Alison Snowden,833
Directors of Genie and Canadian Screen Award winners for Best Animated Short,Theodore Ushev,378
Directors of Genie and Canadian Screen Award winners for Best Animated Short,John Weldon (animator),253
Sheridan College animation program alumni,Graham Annable,855
Sheridan College animation program alumni,Danny Antonucci,6372
Sheridan College animation program alumni,Alethea Arnaquq-Baril,562
Sheridan College animation program alumni,Jett Atwood,89
Sheridan College animation program alumni,Vera Brosgol,621
Sheridan College animation program alumni,Svetlana Chmakova,1107
Sheridan College animation program alumni,Dean DeBlois,3838
Sheridan College animation program alumni,Robb Denovan,99
Sheridan College animation program alumni,Ian D'Sa,2592
Sheridan College animation program alumni,Wayne Gilbert,155
Sheridan College animation program alumni,Bryce Hallett,148
Sheridan College animation program alumni,Faith Erin Hicks,772
Sheridan College animation program alumni,Raman Hui,1267
Sheridan College animation program alumni,Bob Jaques,388
Sheridan College animation program alumni,Kireet Khurana,501
Sheridan College animation program alumni,Dan Lee,696
Sheridan College animation program alumni,Glenn McQueen,5484
Sheridan College animation program alumni,Nik Ranieri,503
Sheridan College animation program alumni,Chris Williams (director),3560
Canadian animated films,Barbie (film series),53529
Canadian animated films,List of Care Bears films,701
Canadian animated films,Asphalt Watches,229
Canadian animated films,Babar and Father Christmas,179
Canadian animated films,Babar: King of the Elephants,976
Canadian animated films,Babar: The Movie,1916
Canadian animated films,Back to School with Franklin,400
Canadian animated films,Barbie & the Diamond Castle,4342
Canadian animated films,Barbie and the Magic of Pegasus,4339
Canadian animated films,Barbie and the Secret Door,2998
Canadian animated films,Barbie and the Three Musketeers,3057
Canadian animated films,Barbie as the Princess and the Pauper,8616
Canadian animated films,Barbie in the Nutcracker,5530
Canadian animated films,Barbie of Swan Lake,5711
Canadian animated films,Barbie: A Fashion Fairytale,3104
Canadian animated films,Barbie: Fairytopia,5296
Canadian animated films,Barbie: Mariposa,3370
Canadian animated films,Barbie: Thumbelina,1308
Canadian animated films,Ben Hur (2003 film),2542
Canadian animated films,The Breadwinner (film),71763
Canadian animated films,Caillou's Holiday Movie,936
Canadian animated films,The Care Bears Movie,5424
Canadian animated films,The Care Bears' Big Wish Movie,969
Canadian animated films,Casper's Haunted Christmas,1206
Canadian animated films,Charming (film),29836
Canadian animated films,The Christmas Raccoons,350
Canadian animated films,The Clockwork Girl (film),1006
Canadian animated films,A Cosmic Christmas,465
Canadian animated films,David Copperfield (1993 film),1086
Canadian animated films,Ed  Edd n Eddy's Big Picture Show,6851
Canadian animated films,Edison and Leo,346
Canadian animated films,Franklin and the Green Knight,672
Canadian animated films,Franklin and the Turtle Lake Treasure,908
Canadian animated films,Franklin's Magic Christmas,573
Canadian animated films,Gnome Alone,22744
Canadian animated films,Heidi (2005 animated film),657
Canadian animated films,Howard Lovecraft and the Frozen Kingdom,3763
